,name,inchi,mult
686,TC4H8CHO,"InChI=1S/C5H9O/c1-5(2,3)4-6/h4H,1H2,2-3H3",2
687,O2C4H8CHO,"InChI=1S/C5H9O3/c1-5(2,3-6)4-8-7/h3H,4H2,1-2H3",2
688,O2HC4H8CO,"InChI=1S/C5H9O3/c1-5(2,3-6)4-8-7/h7H,4H2,1-2H3",2
689,PC4H8CHO-1O2,"InChI=1S/C5H9O3/c1-2-3-5(4-6)8-7/h4-5H,2-3H2,1H3",2
690,PC4H8CHO-2O2,"InChI=1S/C5H9O3/c1-2-5(8-7)3-4-6/h4-5H,2-3H2,1H3",2
691,PC4H8CHO-3O2,"InChI=1S/C5H9O3/c1-5(8-7)3-2-4-6/h4-5H,2-3H2,1H3",2
692,PC4H8CHO-4O2,"InChI=1S/C5H9O3/c6-4-2-1-3-5-8-7/h4H,1-3,5H2",2
693,C4H7CHO-2,"InChI=1S/C5H8O/c1-2-3-4-5-6/h3-5H,2H2,1H3",1
694,C4H7CHO-3,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2-3,5H,4H2,1H3",1
695,C4H7CHO-4,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2,5H,1,3-4H2",1
696,NC3H7COCH3,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",1
697,C2H5COC2H5,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",1
698,NC3H7COCH2,"InChI=1S/C5H9O/c1-3-4-5(2)6/h2-4H2,1H3",2
699,CH3CH2CHCOCH3,"InChI=1S/C5H9O/c1-3-4-5(2)6/h4H,3H2,1-2H3",2
700,CH3CHCH2COCH3,"InChI=1S/C5H9O/c1-3-4-5(2)6/h3H,4H2,1-2H3",2
701,CH2CH2CH2COCH3,"InChI=1S/C5H9O/c1-3-4-5(2)6/h1,3-4H2,2H3",2
702,CH2CH2COC2H5,"InChI=1S/C5H9O/c1-3-5(6)4-2/h1,3-4H2,2H3",2
703,CH3CHCOC2H5,"InChI=1S/C5H9O/c1-3-5(6)4-2/h3H,4H2,1-2H3",2
704,NC52ONEO2-3,"InChI=1S/C5H9O3/c1-3-5(8-7)4(2)6/h5H,3H2,1-2H3",2
705,NC52ONEO2-4,"InChI=1S/C5H9O3/c1-4(6)3-5(2)8-7/h5H,3H2,1-2H3",2
706,NC52ONEO2-5,"InChI=1S/C5H9O3/c1-5(6)3-2-4-8-7/h2-4H2,1H3",2
707,NC53ONEO2-1,"InChI=1S/C5H9O3/c1-2-5(6)3-4-8-7/h2-4H2,1H3",2
708,NC53ONEO2-2,"InChI=1S/C5H9O3/c1-3-5(6)4(2)8-7/h4H,3H2,1-2H3",2
709,NC52ONE-3,"InChI=1S/C5H8O/c1-3-4-5(2)6/h3-4H,1-2H3",1
710,NC52ONE-4,"InChI=1S/C5H8O/c1-3-4-5(2)6/h3H,1,4H2,2H3",1
711,NC53ONE-1,"InChI=1S/C5H8O/c1-3-5(6)4-2/h3H,1,4H2,2H3",1
712,NC5H11OH,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1
713,C5H10OH11,"InChI=1S/C5H11O/c1-2-3-4-5-6/h5-6H,2-4H2,1H3",2
714,C5H10OH12,"InChI=1S/C5H11O/c1-2-3-4-5-6/h4,6H,2-3,5H2,1H3",2
715,C5H10OH13,"InChI=1S/C5H11O/c1-2-3-4-5-6/h3,6H,2,4-5H2,1H3",2
716,C5H10OH14,"InChI=1S/C5H11O/c1-2-3-4-5-6/h2,6H,3-5H2,1H3",2
717,C5H10OH15,"InChI=1S/C5H11O/c1-2-3-4-5-6/h6H,1-5H2",2
718,C5H10OH-1O2,"InChI=1S/C5H11O3/c1-2-3-4-5(6)8-7/h5-6H,2-4H2,1H3",2
719,C5H10OH-2O2,"InChI=1S/C5H11O3/c1-2-3-5(4-6)8-7/h5-6H,2-4H2,1H3",2
720,C5H10OH-3O2,"InChI=1S/C5H11O3/c1-2-5(8-7)3-4-6/h5-6H,2-4H2,1H3",2
721,C5H10OH-4O2,"InChI=1S/C5H11O3/c1-5(8-7)3-2-4-6/h5-6H,2-4H2,1H3",2
722,C5H10OH-5O2,"InChI=1S/C5H11O3/c6-4-2-1-3-5-8-7/h6H,1-5H2",2
723,C5H9OH1-1,"InChI=1S/C5H10O/c1-2-3-4-5-6/h4-6H,2-3H2,1H3",1
724,C5H9OH1-2,"InChI=1S/C5H10O/c1-2-3-4-5-6/h3-4,6H,2,5H2,1H3",1
725,C5H9OH1-3,"InChI=1S/C5H10O/c1-2-3-4-5-6/h2-3,6H,4-5H2,1H3",1
726,C5H9OH1-4,"InChI=1S/C5H10O/c1-2-3-4-5-6/h2,6H,1,3-5H2",1
727,NC6H14,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",1
728,C6H13-1,"InChI=1S/C6H13/c1-3-5-6-4-2/h1,3-6H2,2H3",2
729,C6H13-2,"InChI=1S/C6H13/c1-3-5-6-4-2/h3H,4-6H2,1-2H3",2
730,C6H13-3,"InChI=1S/C6H13/c1-3-5-6-4-2/h5H,3-4,6H2,1-2H3",2
731,C6H13OOH-1,"InChI=1S/C6H14O2/c1-2-3-4-5-6-8-7/h7H,2-6H2,1H3",1
732,C6H13OOH-2,"InChI=1S/C6H14O2/c1-3-4-5-6(2)8-7/h6-7H,3-5H2,1-2H3",1
733,C6H13OOH-3,"InChI=1S/C6H14O2/c1-3-5-6(4-2)8-7/h6-7H,3-5H2,1-2H3",1
734,C6H13O2-1,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h2-6H2,1H3",2
735,C6H13O2-2,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6H,3-5H2,1-2H3",2
736,C6H13O2-3,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6H,3-5H2,1-2H3",2
737,C6H13O-1,"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h2-6H2,1H3",2
738,C6H13O-2,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6H,3-5H2,1-2H3",2
739,C6H13O-3,"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h6H,3-5H2,1-2H3",2
740,C6H12OOH1-2,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h5,7H,2-4,6H2,1H3",2
741,C6H12OOH1-3,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h4,7H,2-3,5-6H2,1H3",2
742,C6H12OOH1-4,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h3,7H,2,4-6H2,1H3",2
743,C6H12OOH1-5,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h2,7H,3-6H2,1H3",2
744,C6H12OOH2-1,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6-7H,2-5H2,1H3",2
745,C6H12OOH2-3,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h5-7H,3-4H2,1-2H3",2
746,C6H12OOH2-4,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h4,6-7H,3,5H2,1-2H3",2
747,C6H12OOH2-5,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h3,6-7H,4-5H2,1-2H3",2
748,C6H12OOH2-6,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6-7H,1,3-5H2,2H3",2
749,C6H12OOH3-1,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,2-5H2,1H3",2
750,C6H12OOH3-2,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h4,6-7H,3,5H2,1-2H3",2
751,C6H12OOH3-4,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h5-7H,3-4H2,1-2H3",2
752,C6H12OOH3-5,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h3,6-7H,4-5H2,1-2H3",2
753,C6H12OOH3-6,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,1,3-5H2,2H3",2
754,C6H12O1-2,"InChI=1S/C6H12O/c1-2-3-4-6-5-7-6/h6H,2-5H2,1H3",1
755,C6H12O1-3,"InChI=1S/C6H12O/c1-2-3-6-4-5-7-6/h6H,2-5H2,1H3",1
756,C6H12O1-4,"InChI=1S/C6H12O/c1-2-6-4-3-5-7-6/h6H,2-5H2,1H3",1
757,C6H12O1-5,"InChI=1S/C6H12O/c1-6-4-2-3-5-7-6/h6H,2-5H2,1H3",1
758,C6H12O2-3,"InChI=1S/C6H12O/c1-3-4-6-5(2)7-6/h5-6H,3-4H2,1-2H3",1
759,C6H12O2-4,"InChI=1S/C6H12O/c1-3-6-4-5(2)7-6/h5-6H,3-4H2,1-2H3",1
760,C6H12O2-5,"InChI=1S/C6H12O/c1-5-3-4-6(2)7-5/h5-6H,3-4H2,1-2H3",1
761,C6H12O3-4,"InChI=1S/C6H12O/c1-3-5-6(4-2)7-5/h5-6H,3-4H2,1-2H3",1
762,C6H12OOH1-2O2,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h6-7H,2-5H2,1H3",2
763,C6H12OOH1-3O2,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h6-7H,2-5H2,1H3",2
764,C6H12OOH1-4O2,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6-7H,2-5H2,1H3",2
765,C6H12OOH1-5O2,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h6-7H,2-5H2,1H3",2
766,C6H12OOH2-1O2,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h6,8H,2-5H2,1H3",2
767,C6H12OOH2-3O2,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-7H,3-4H2,1-2H3",2
768,C6H12OOH2-4O2,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-7H,3-4H2,1-2H3",2
769,C6H12OOH2-5O2,"InChI=1S/C6H13O4/c1-5(9-7)3-4-6(2)10-8/h5-7H,3-4H2,1-2H3",2
770,C6H12OOH2-6O2,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h6,8H,2-5H2,1H3",2
771,C6H12OOH3-1O2,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h6,8H,2-5H2,1H3",2
772,C6H12OOH3-2O2,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-6,8H,3-4H2,1-2H3",2
773,C6H12OOH3-4O2,"InChI=1S/C6H13O4/c1-3-5(9-7)6(4-2)10-8/h5-7H,3-4H2,1-2H3",2
774,C6H12OOH3-5O2,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-6,8H,3-4H2,1-2H3",2
775,C6H12OOH3-6O2,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6,8H,2-5H2,1H3",2
776,C6H11-1D3OOH,"InChI=1S/C6H12O2/c1-3-5-6(4-2)8-7/h4,6-7H,2-3,5H2,1H3",1
777,C6H11-1D4OOH,"InChI=1S/C6H12O2/c1-3-5-6(4-2)8-7/h3,6-7H,1,4-5H2,2H3",1
778,C6H11-1D5OOH,"InChI=1S/C6H12O2/c1-3-4-5-6(2)8-7/h3,6-7H,1,4-5H2,2H3",1
779,C6H11-1D6OOH,"InChI=1S/C6H12O2/c1-2-3-4-5-6-8-7/h2,7H,1,3-6H2",1
780,C6H11-2D1OOH,"InChI=1S/C6H12O2/c1-2-3-4-5-6-8-7/h4-5,7H,2-3,6H2,1H3",1
781,C6H11-2D4OOH,"InChI=1S/C6H12O2/c1-3-5-6(4-2)8-7/h3,5-7H,4H2,1-2H3",1
782,C6H11-2D5OOH,"InChI=1S/C6H12O2/c1-3-4-5-6(2)8-7/h3-4,6-7H,5H2,1-2H3",1
783,C6H11-2D6OOH,"InChI=1S/C6H12O2/c1-2-3-4-5-6-8-7/h2-3,7H,4-6H2,1H3",1
784,C6H11-3D1OOH,"InChI=1S/C6H12O2/c1-2-3-4-5-6-8-7/h3-4,7H,2,5-6H2,1H3",1
785,C6H11-3D2OOH,"InChI=1S/C6H12O2/c1-3-4-5-6(2)8-7/h4-7H,3H2,1-2H3",1
786,C6H11Q12-3,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h4,6-8H,2-3,5H2,1H3",2
787,C6H11Q12-4,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h3,6-8H,2,4-5H2,1H3",2
788,C6H11Q12-5,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h2,6-8H,3-5H2,1H3",2
789,C6H11Q12-6,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h6-8H,1-5H2",2
790,C6H11Q13-2,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h4,6-8H,2-3,5H2,1H3",2
791,C6H11Q13-4,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h3,6-8H,2,4-5H2,1H3",2
792,C6H11Q13-5,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h2,6-8H,3-5H2,1H3",2
793,C6H11Q13-6,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h6-8H,1-5H2",2
794,C6H11Q14-2,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h3,6-8H,2,4-5H2,1H3",2
795,C6H11Q14-3,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h4,6-8H,2-3,5H2,1H3",2
796,C6H11Q14-5,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h2,6-8H,3-5H2,1H3",2
797,C6H11Q14-6,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6-8H,1-5H2",2
798,C6H11Q15-2,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h3,6-8H,2,4-5H2,1H3",2
799,C6H11Q15-3,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h2,6-8H,3-5H2,1H3",2
800,C6H11Q15-4,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h4,6-8H,2-3,5H2,1H3",2
801,C6H11Q15-6,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h6-8H,1-5H2",2
802,C6H11Q23-1,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-8H,2-4H2,1H3",2
803,C6H11Q23-4,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h4-8H,3H2,1-2H3",2
804,C6H11Q23-5,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h3,5-8H,4H2,1-2H3",2
805,C6H11Q23-6,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-8H,1,3-4H2,2H3",2
806,C6H11Q24-1,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-8H,2-4H2,1H3",2
807,C6H11Q24-3,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h4-8H,3H2,1-2H3",2
808,C6H11Q24-5,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h3,5-8H,4H2,1-2H3",2
809,C6H11Q24-6,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-8H,1,3-4H2,2H3",2
810,C6H11Q25-1,"InChI=1S/C6H13O4/c1-5(9-7)3-4-6(2)10-8/h5-8H,1,3-4H2,2H3",2
811,C6H11Q25-3,"InChI=1S/C6H13O4/c1-5(9-7)3-4-6(2)10-8/h3,5-8H,4H2,1-2H3",2
812,C6H11Q34-1,"InChI=1S/C6H13O4/c1-3-5(9-7)6(4-2)10-8/h5-8H,1,3-4H2,2H3",2
813,C6H11Q34-2,"InChI=1S/C6H13O4/c1-3-5(9-7)6(4-2)10-8/h3,5-8H,4H2,1-2H3",2
814,C6KET12,"InChI=1S/C6H12O3/c1-2-3-4-6(5-7)9-8/h5-6,8H,2-4H2,1H3",1
815,C6KET13,"InChI=1S/C6H12O3/c1-2-3-6(9-8)4-5-7/h5-6,8H,2-4H2,1H3",1
816,C6KET14,"InChI=1S/C6H12O3/c1-2-6(9-8)4-3-5-7/h5-6,8H,2-4H2,1H3",1
817,C6KET15,"InChI=1S/C6H12O3/c1-6(9-8)4-2-3-5-7/h5-6,8H,2-4H2,1H3",1
818,C6KET21,"InChI=1S/C6H12O3/c1-2-3-4-6(7)5-9-8/h8H,2-5H2,1H3",1
819,C6KET23,"InChI=1S/C6H12O3/c1-3-4-6(9-8)5(2)7/h6,8H,3-4H2,1-2H3",1
820,C6KET24,"InChI=1S/C6H12O3/c1-3-6(9-8)4-5(2)7/h6,8H,3-4H2,1-2H3",1
821,C6KET25,"InChI=1S/C6H12O3/c1-5(7)3-4-6(2)9-8/h6,8H,3-4H2,1-2H3",1
822,C6KET26,"InChI=1S/C6H12O3/c1-6(7)4-2-3-5-9-8/h8H,2-5H2,1H3",1
823,C6KET31,"InChI=1S/C6H12O3/c1-2-3-6(7)4-5-9-8/h8H,2-5H2,1H3",1
824,C6KET32,"InChI=1S/C6H12O3/c1-3-4-6(7)5(2)9-8/h5,8H,3-4H2,1-2H3",1
825,C6KET34,"InChI=1S/C6H12O3/c1-3-5(7)6(4-2)9-8/h6,8H,3-4H2,1-2H3",1
826,C6KET35,"InChI=1S/C6H12O3/c1-3-6(7)4-5(2)9-8/h5,8H,3-4H2,1-2H3",1
827,C6KET36,"InChI=1S/C6H12O3/c1-2-6(7)4-3-5-9-8/h8H,2-5H2,1H3",1
828,C5H91-1,"InChI=1S/C5H9/c1-3-5-4-2/h1,3H,4-5H2,2H3",2
829,C6H11O12-3OOH,"InChI=1S/C6H12O3/c1-2-3-5(9-7)6-4-8-6/h5-7H,2-4H2,1H3",1
830,C6H11O12-4OOH,"InChI=1S/C6H12O3/c1-2-5(9-7)3-6-4-8-6/h5-7H,2-4H2,1H3",1
831,C6H11O12-5OOH,"InChI=1S/C6H12O3/c1-5(9-7)2-3-6-4-8-6/h5-7H,2-4H2,1H3",1
832,C6H11O12-6OOH,"InChI=1S/C6H12O3/c7-9-4-2-1-3-6-5-8-6/h6-7H,1-5H2",1
833,C6H11O13-2OOH,"InChI=1S/C6H12O3/c1-2-3-5-6(9-7)4-8-5/h5-7H,2-4H2,1H3",1
834,C6H11O13-4OOH,"InChI=1S/C6H12O3/c1-2-5(9-7)6-3-4-8-6/h5-7H,2-4H2,1H3",1
835,C6H11O13-5OOH,"InChI=1S/C6H12O3/c1-5(9-7)4-6-2-3-8-6/h5-7H,2-4H2,1H3",1
836,C6H11O13-6OOH,"InChI=1S/C6H12O3/c7-9-4-1-2-6-3-5-8-6/h6-7H,1-5H2",1
837,C6H11O14-2OOH,"InChI=1S/C6H12O3/c1-2-5-3-6(9-7)4-8-5/h5-7H,2-4H2,1H3",1
838,C6H11O14-3OOH,"InChI=1S/C6H12O3/c1-2-5-6(9-7)3-4-8-5/h5-7H,2-4H2,1H3",1
839,C6H11O14-5OOH,"InChI=1S/C6H12O3/c1-5(9-7)6-3-2-4-8-6/h5-7H,2-4H2,1H3",1
840,C6H11O14-6OOH,"InChI=1S/C6H12O3/c7-9-5-3-6-2-1-4-8-6/h6-7H,1-5H2",1
841,C6H11O15-2OOH,"InChI=1S/C6H12O3/c1-5-2-3-6(9-7)4-8-5/h5-7H,2-4H2,1H3",1
842,C6H11O15-3OOH,"InChI=1S/C6H12O3/c1-5-4-6(9-7)2-3-8-5/h5-7H,2-4H2,1H3",1
843,C6H11O15-4OOH,"InChI=1S/C6H12O3/c1-5-6(9-7)3-2-4-8-5/h5-7H,2-4H2,1H3",1
844,C6H11O15-6OOH,"InChI=1S/C6H12O3/c7-9-5-6-3-1-2-4-8-6/h6-7H,1-5H2",1
845,C6H11O23-1OOH,"InChI=1S/C6H12O3/c1-2-3-5-6(9-5)4-8-7/h5-7H,2-4H2,1H3",1
846,C6H11O23-4OOH,"InChI=1S/C6H12O3/c1-3-5(9-7)6-4(2)8-6/h4-7H,3H2,1-2H3",1
847,C6H11O23-5OOH,"InChI=1S/C6H12O3/c1-4(9-7)3-6-5(2)8-6/h4-7H,3H2,1-2H3",1
848,C6H11O23-6OOH,"InChI=1S/C6H12O3/c1-5-6(9-5)3-2-4-8-7/h5-7H,2-4H2,1H3",1
849,C6H11O24-1OOH,"InChI=1S/C6H12O3/c1-2-5-3-6(9-5)4-8-7/h5-7H,2-4H2,1H3",1
850,C6H11O24-3OOH,"InChI=1S/C6H12O3/c1-3-5-6(9-7)4(2)8-5/h4-7H,3H2,1-2H3",1
851,C6H11O24-5OOH,"InChI=1S/C6H12O3/c1-4-3-6(8-4)5(2)9-7/h4-7H,3H2,1-2H3",1
852,C6H11O24-6OOH,"InChI=1S/C6H12O3/c1-5-4-6(9-5)2-3-8-7/h5-7H,2-4H2,1H3",1
853,C6H11O25-1OOH,"InChI=1S/C6H12O3/c1-5-2-3-6(9-5)4-8-7/h5-7H,2-4H2,1H3",1
854,C6H11O25-3OOH,"InChI=1S/C6H12O3/c1-4-3-6(9-7)5(2)8-4/h4-7H,3H2,1-2H3",1
855,C6H11O34-1OOH,"InChI=1S/C6H12O3/c1-2-5-6(9-5)3-4-8-7/h5-7H,2-4H2,1H3",1
856,C6H11O34-2OOH,"InChI=1S/C6H12O3/c1-3-5-6(8-5)4(2)9-7/h4-7H,3H2,1-2H3",1
857,C4H7O12-4,"InChI=1S/C4H7O/c1-2-4-3-5-4/h4H,1-3H2",2
858,C4H7O13-4,"InChI=1S/C4H7O/c1-4-2-3-5-4/h4H,1-3H2",2
859,C4H7O23-1,"InChI=1S/C4H7O/c1-3-4(2)5-3/h3-4H,1H2,2H3",2
860,C5H9O12-5,"InChI=1S/C5H9O/c1-2-3-5-4-6-5/h5H,1-4H2",2
861,C5H9O13-5,"InChI=1S/C5H9O/c1-2-5-3-4-6-5/h5H,1-4H2",2
862,C5H9O14-5,"InChI=1S/C5H9O/c1-5-3-2-4-6-5/h5H,1-4H2",2
863,C5H9O23-1,"InChI=1S/C5H9O/c1-3-5-4(2)6-5/h4-5H,2-3H2,1H3",2
864,C5H9O23-5,"InChI=1S/C5H9O/c1-3-5-4(2)6-5/h4-5H,1,3H2,2H3",2
865,C5H9O24-1,"InChI=1S/C5H9O/c1-4-3-5(2)6-4/h4-5H,1,3H2,2H3",2
866,AC3H5CHO,"InChI=1S/C4H6O/c1-2-3-4-5/h2,4H,1,3H2",1
867,PC4H9CO,"InChI=1S/C5H9O/c1-2-3-4-5-6/h2-4H2,1H3",2
868,C6KET12O,"InChI=1S/C6H11O2/c1-2-3-4-6(8)5-7/h5-6H,2-4H2,1H3",2
869,C6KET13O,"InChI=1S/C6H11O2/c1-2-3-6(8)4-5-7/h5-6H,2-4H2,1H3",2
870,C6KET14O,"InChI=1S/C6H11O2/c1-2-6(8)4-3-5-7/h5-6H,2-4H2,1H3",2
871,C6KET15O,"InChI=1S/C6H11O2/c1-6(8)4-2-3-5-7/h5-6H,2-4H2,1H3",2
872,C6KET21O,"InChI=1S/C6H11O2/c1-2-3-4-6(8)5-7/h2-5H2,1H3",2
873,C6KET23O,"InChI=1S/C6H11O2/c1-3-4-6(8)5(2)7/h6H,3-4H2,1-2H3",2
874,C6KET24O,"InChI=1S/C6H11O2/c1-3-6(8)4-5(2)7/h6H,3-4H2,1-2H3",2
875,C6KET25O,"InChI=1S/C6H11O2/c1-5(7)3-4-6(2)8/h5H,3-4H2,1-2H3",2
876,C6KET26O,"InChI=1S/C6H11O2/c1-6(8)4-2-3-5-7/h2-5H2,1H3",2
877,C6KET31O,"InChI=1S/C6H11O2/c1-2-3-6(8)4-5-7/h2-5H2,1H3",2
878,C6KET32O,"InChI=1S/C6H11O2/c1-3-4-6(8)5(2)7/h5H,3-4H2,1-2H3",2
879,C6KET34O,"InChI=1S/C6H11O2/c1-3-5(7)6(8)4-2/h5H,3-4H2,1-2H3",2
880,C6KET35O,"InChI=1S/C6H11O2/c1-3-6(8)4-5(2)7/h5H,3-4H2,1-2H3",2
881,C6KET36O,"InChI=1S/C6H11O2/c1-2-6(8)4-3-5-7/h2-5H2,1H3",2
